seq,contents,reply_contents
11267,"누가복음 처음부터 신공동역 부분이 3절씩 어긋나있음을 발견했어요.
수정하셔야 할것같아요.",<p>안녕하세요 바이블 애플입니다. </p><p><br></p><p>문의 주셔서 감사합니다. 신공동역 누가복음 1장의 1~2절이 누락되어 있음을 확인하였습니다. </p><p>다음 업데이트에 수정 반영될 수 있도록 하겠습니다. </p><p>확인해 주셔서 감사합니다. </p><p><br></p><p>성도님들과 함께 발전하는 바이블 애플이 되겠습니다. </p><p>감사합니다. </p>
11264,성경 일부가 보이지 않습니다.,"<p>안녕하세요 바이블 애플입니다. 바이블 애플을 이용해주셔서 감사합니다.</p><p>성도님, 문의 주신 현상을 확인했습니다.</p><p>이는 화면의 크기를 조절하는 가운데 마지막 부분이 잘려서 글자를 불러오지 못하는 것으로, 해당 현상은 일시적인 것으로 확인됩니다.</p><p><br></p><p>이런 현상이 일어날때 성경본문화면에서 상단메뉴에 A글자를 클릭하시어 폰트 크기를 조절하시거나 앱을 종료하였다가 재실행하시면 해당 본문이 잘 나오실거에요.</p><p>간혹 화면을 그리는 중에 일부 텍스트가 일시적으로 덜 불러와지거나 화면에 그려지지 않는 경우가 있습니다.</p><p>임시방편이지만 위의 방법으로 이용해주시고 해당 부분이 더 개선될 수 있도록 계속 살펴보겠습니다.</p><p><br></p><p>문의 남겨 주셔서 감사합니다.</p><p>항상 주님안에서 평안하세요. 감사합니다.</p>"
11262,"[바이블 애플]
개역개정 예레미야 39장

6. 바벨론의 왕이 리블라에서 시드기야의 눈 앞에서 그의 아들들을 죽였고 왕이 또 유다의 모든 귀족을 죽였으며

음원에서는 “리블라에서”를 “림나에서” 라고 성경과 다르게 읽네요.","<p>안녕하세요. 바이블 애플입니다.</p><p><br></p><p>성경 본문은 오탈자 및 단어 교정을 통해 지속적으로 업데이트되고 있습니다. </p><p>다만, 성경 음원은 녹음 시점에서 제작이 완료되다 보니 본문과 일부 단어가 다르게 들릴 수 있습니다.</p><p>이 부분은 음원의 특성상 즉시 수정이 어려운 점 양해 부탁드립니다. </p><p>추후 더 나은 서비스를 제공할 수 있도록 방법을 지속적으로 검토하겠습니다.</p><p>남겨주신 오탈자 혹은 음원의 다른  단어 제보는 모두 리스트를 만들어 차후 녹음시, 더 신경써서 체크하겠습니다. </p><p><br></p><p>항상 성도님께 좋은 성경앱을 제공하기 위해 최선을 다하는 바이블 애플이 되겠습니다.</p><p>감사합니다. 주님 안에서 평안하세요.</p>"
11260,"어려운 사람들 돕자는 건 좋지만.

병상에 누워있는 사람이 잔혹해서 볼 때마다 놀랍니다. 보는 사람들 생각해서 사진선정에 신중해주세요.","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>성도님께 불편을 드려 죄송합니다.</p><p>놀라셨을 마음을 이해합니다.</p><p><br></p><p>후원 배너는 NGO 단체와 진행하는 만큼 협의가 필요하여 기획에 다소 많은 이해관계가 얽혀있습니다. </p><p>그러나 가장 우선인 것은 말씀을 묵상하기 위해 저희 앱을 이용하시는 성도님의 의견이시기에</p><p>해당 개선 제안은 내부에서도 진심으로, 또 신중하게 검토 하도록 하겠습니다</p><p><br></p><p>소중한 의견을 남겨주셔서 감사드립니다.</p><p>오늘 하루도 하나님 안에서 평안한  하루 되세요, 감사합니다. </p><p><br></p><p><br></p>"
11259,"성경 통독 녹음한 음원을 한절씩만 삭제가 가능한가요? 용량을 너무 많이 차지해서 기존에 녹음한 것을 자우고 싶은데  자주찾는 질문에는 1절씩 지우는 방법만 나와있어서요. 
창세기면 창세기 전체 녹음한 음원을 지우는 방법은 없을까요?","<p>안녕하세요, GOODTV 바이블 애플입니다. </p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>현재 절을 복수 선택해서 삭제하는 방법으로 정리가 가능하나, </p><p>전체 삭제 버튼은 제공하고 있지 않는 점 양해부탁드립니다.</p><p><br></p><p>다만 많은 성도님들께서 반복 녹음을 하시면서,</p><p>전체삭제 기능에 대한 많은 제안을 건네주셨습니다.</p><p>내부에서도 그 필요를 이해하고 기능 기획을 논의하여 개선 작업을 진행할 예정입니다.</p><p><br></p><p> 앞으로도 성도님의 말씀 묵상이 더욱 풍성해지는 경험을 제공할 수 있도록</p><p>최선을 다하는 바이블 애플이 되겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11258,잠언 22장 녹음후 공유가 안됩니다,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>성도님, 불편을 드려 죄송합니다.</p><p>현재 발생하는 녹음 공유 오류를 수정하여 앱 업데이트 진행을 준비하고 있습니다.</p><p>빠른 시일 내 업데이트가 진행될 수 있도록 조치하겠습니다</p><p><br></p><p>더불어,  현재 성도님께서는 우측 상단의 <strong>[녹음 현황. 공유] 버튼</strong>을 눌러 전체 녹음 현황 목록에서 공유를 진행하고 계신것으로 보입니다. </p><p>해당 오류는 이 경로에서 주로 발생하는 것으로 확인되었습니다.</p><p><br></p><p>번거로우시겠지만, 녹음을 공유하실 때는 <strong>본문에서 구절을 선택한 뒤</strong></p><p><strong>하단의 [공유] 버튼</strong>을 이용해보시겠어요?</p><p><br></p><p>만약 위 방법으로 시도하셨는데도 파일 준비 시간이 지나치게 길어지거나</p><p>“변환이 불가능하다”는 오류 메시지가 발생한다면, 1:1 문의로 남겨주시면 상세히 확인해 도와드리겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11257,13장도 두세번 오류가 생깁니다 하나만 보내요,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사합니다.</p><p><br></p><p>성도님, 이용에 불편을 드려 정말 죄송합니다.</p><p>말씀해 주신 부분은 이번 업데이트 이후 발견하여 바로 수정 작업을 시작했습니다.</p><p><br></p><p>확인해 보니, 좌측의 녹음 진행 표시 때문에 글자 크기가 클 경우 일부 구절이 잘려 보이는 현상으로 확인됩니다. </p><p>특히 낭독 녹음을 하실 때는 본문이 온전히 보여야 하는데, 이런 불편을 드려서 마음이 무겁습니다.</p><p><br></p><p>우선 당장은 글자 크기를 잠시 줄였다가 다시 키워 이용해 주시면, 구절이 잘리는 현상을 줄이실 수 있습니다.</p><p>물론 임시방편일 뿐이라, 성도님이 편하게 사용하실 수 있도록 글자 크기와 상관없이 잘 보이게 빠르게 개선하겠습니다.</p><p><br></p><p>내부 인원의 한계로 시간이 다소 소요될 것으로 보이나. 성도님 불편이 길어지지 않도록 최선을 다하겠습니다.</p><p>궂은 날씨, 영육간 강건하시기를 기도하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p><p><br></p>"
11256,"열왕기하를 그냥 읽을땐 보이다가 녹음할 때 끝부분이 안보이는 현상이 있어요 12장엔 2절씩이나 있네요
업데이트하고 항상 오류를 만납니다","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사합니다.</p><p><br></p><p>성도님, 최신 문의에 해당 오류에 대한 조치 사항을 답변드렸습니다. </p><p><br></p><p>불편을 겪게 해드려 죄송합니다.</p><p>조금 더 신경 써서 좋은 경험, 풍성한 묵상을 위해 최선을 다하는 바이블 애플이 되겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다. </p><p><br></p><p><br></p>"
11255,"이회사는 운영을 참야비하게 하네요
하나님을 믿으면 폭넓게 감사하며 해야되지 않을까요","<p>안녕하세요, GOODTV 바이블 애플입니다</p><p>비이블 애플을 이용해주셔서 감사드립니다. </p><p><br></p><p>성도님, 불편을 드려 죄송합니다. </p><p>항상 더 풍성한 말씀 묵상이 되실 수 있도록 노력하고 있으나,</p><p>성도님의 마음을 불편하게 해드린 것에 저희도 마음이 무겁습니다. </p><p>앱 이용 중 불편이나 어려움을 겪으신 부분을 남겨주시면 최선을 다해 도움을 드리겠습니다.</p><p><br></p><p>저희가 더 넓은 마음과 감사함으로 사역을 감당해야 한다는 말씀에 깊이 공감합니다.</p><p>부족한 부분이 많지만, 하나님의 일을 맡은 청지기로서 </p><p>성도님 말씀처럼 더 겸손하고 넓은 마음으로 운영할 수 있도록 늘 점검하며 노력하겠습니다.</p><p><br></p><p>궂은 날씨, 영육간 강건하시기를 소망합니다.</p><p>성도님께서 항상 하나님 안에서 기쁜 날이 가득하시기를 기도하고, 동역하겠습니다.</p><p><br></p><p>오늘도 주님 안에서 평안한 하루 되세요, 감사합니다. </p>"
11254,"녹음할때 어떤절은 뒤에내용이 잘려보이지 않고 그 절 녹음후 다음절로 넘어가면 잘려있던 내용이 보입니다. 
한번이 아니고 지금까지 5번이상 그랬습니다.","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사합니다.</p><p><br></p><p>성도님, 이용에 불편을 드려 정말 죄송합니다.</p><p>말씀해 주신 부분은 이번 업데이트 이후 발견하여 바로 수정 작업을 시작했습니다.</p><p><br></p><p>확인해 보니, 좌측의 녹음 진행 표시 때문에 글자 크기가 클 경우 일부 구절이 잘려 보이는 현상으로 확인됩니다.</p><p>특히 낭독 녹음을 하실 때는 본문이 온전히 보여야 하는데, 이런 불편을 드려서 마음이 무겁습니다.</p><p><br></p><p>우선 당장은 글자 크기를 잠시 줄였다가 다시 키워 이용해 주시면, 구절이 잘리는 현상을 줄이실 수 있습니다.</p><p>물론 임시방편일 뿐이라, 성도님이 편하게 사용하실 수 있도록 글자 크기와 상관없이 잘 보이게 빠르게 개선하겠습니다.</p><p><br></p><p>내부 인원의 한계로 시간이 다소 소요될 것으로 보이나. 성도님 불편이 길어지지 않도록 최선을 다하겠습니다.</p><p>궂은 날씨, 영육간 강건하시기를 기도하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11253,"혹시 성경개관(알아보기)을 출력해서  볼순 없는지 알고 싶어요~^^
항상 너무너무 감사합니다 ♡♡♡","<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>현재 앱에는 인쇄 기능이 없어 앱 내에서 바로 출력은 어려운 점 양해 부탁드립니다.</p><p>바이블 애플에 탑재된 성경 콘텐츠는 원 저작권자와 협의를 통해 제공하는 것으로,</p><p>성경 본문 뿐만 아니라 음원, 개관, 사전 등의 내용도 포함이 됩니다.</p><p><br></p><p>다만 성경개관 부분에 대해서도 성도님의 요청을 소중히 참고하여,</p><p>저작권 계약 범위에 문제가 없는지 면밀히 검토하고 기능 도입의 가능 여부를 신중히 살펴보겠습니다.</p><p><br></p><p>큰 도움을 드리지 못해 죄송합니다.</p><p>성도님의 말씀 묵상이 더욱 풍성해질 수 있도록 최선을 다해 노력하겠습니다.</p><p>다른 문의 사항이 있으신 경우 언제든 1:1 문의로 남겨주세요.</p><p><br></p><p>궂은 날씨에도 흔들리지 않는, 영육간 강건하시기를 기도하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
11252,저는 은퇴후 시니어 인도 선교사로 현장11년 순회 3년여 사역한 사람입니다 제게 인도 힌디어 성경 데이터가 있는데 여기에 힌디어 성경도 올려주시면 참 좋겠습니다,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>선교사님 안녕하세요. 먼 인도 땅에서도 하나님의 은혜가 날마다 풍성하기를 소망합니다.</p><p>세계 곳곳에 복음이 퍼져가도록 사역의 길을 걷고 계신 선교사님의 발자취에 깊은 감사를 드립니다.</p><p><br></p><p>다만, 제안해주신 부분에 대해서는 다소 시간이 소요될 것으로 보입니다.</p><p>앱에 성경 데이터를 탑재하려면 반드시 실제 저작권자(출판사, 번역가 등)와 협의를 거쳐야 하며,</p><p>이를 통해 앱 운영 시 법적인 문제에 대비하고, 오탈자나 오류 발생 시 원활하게 수정할 수 있습니다.</p><p><br></p><p>따라서 하루 아침에 힌디어 성경을 추가하기는 어렵지만,  </p><p>선교사님께서 제안해 주신 의견을 긍정적으로 검토하여 인도의 성서 저작권자와 협의 가능성을 적극적으로 알아보고,</p><p>더 많은 분들이 친밀하게 성경을 이용하실 수 있도록 최선을 다하겠습니다.</p><p><br></p><p>바이블 애플 내부에서도 글로벌 버전 출시 이후, 인도에서 사용하시는 분들을 실제 숫자로도 확인하며 놀라움과 기쁨을 함께 느꼈습니다.</p><p>이는 ‘세상을 복음의 빛으로 물들이겠다’는 사명을 품고 성경을 제공하면서 경험한 하나님의 크신 은혜 중 하나입니다.</p><p>바이블 애플이 인도 뿐만 아니라 세계의 모든 나라를 품고 더 많은 사람들이 성경을 펼칠 수 있기까지 최선을 다하겠습니다.</p><p><br></p><p>귀한 의견에 다시 한번 감사드립니다. 영육간 강건하시기를 기도하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사힙니다.</p><p><br></p><p><br></p><p><br></p>"
11251,"[바이블 애플]
개역개정 시편 18편

10. 그룹을 타고 다니심이여 바람 날개를 타고 높이 솟아오르셨도다.   
그룹  -> 구름.  확인 후 수정요청드려요
","<p>안녕하세요, GOODTV 바이블 애플입니다. </p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>말씀해주신 시편 18편을 확인하였습니다.</p><p>바이블 애플의 개역개정 성경은 대한성서공회와 저작권 계약을 통해 제공받아 탑재하였습니다.</p><p>따라서 대한성서공회의 원문을 비교했을 때,</p><p>해당 구절에서는 ""그룹"" 이 맞는 표현으로, ""하나님의 보좌를 지키고 받치는 천사""&nbsp;를 지칭하는 것임을 확인하였습니다. </p><p><br></p><p>구약에서 에덴동산을 지키는 존재(창 3:24), 언약궤의 두 날개 달린 형상(출 25:18~22)</p><p>에스겔이 본 ‘보좌 수레 환상’(겔 1, 10장)에서도 그룹이 보좌를 움직이는 장면이 등장합니다.</p><p><br></p><p>※자세한 단어 해석은 바이블 애플 앱 내 ""성경사전""에서 확인하실 수 있습니다.</p><p>성경 사전은 성경 본문 우측 상단 > 메뉴 > 성경 사전을 선택하시고</p><p>원하는 단어를 검색하시거나 목록에서 단어를 선택해 이용이 가능합니다. </p><p><br></p><p>답변이 성도님의 말씀 묵상을 더욱 풍성히 만드는데 도움이 되길 소망합니다. </p><p>다른 궁금한 사항이 있으신 경우 1:1 문의에 남겨주시면 최대한 빠르게 도와드리도록 하겠습니다. </p><p>바이블 애플은 앞으로도 성도님들께 은혜가 가득한 경험을 제공하기 위해 최선을 다하겠습니다. </p><p><br></p><p>궂은 날씨 영육간 강건하시길 기도합니다.  주님 안에서 평안한 하루 되세요, 감사합니다. </p><p><br></p><p><br></p>"
11250,공유를 위한 파일준비가 많이 느려져 불편합니다 문제해결방법이 있나요?,"<p>안녕하세요, GOODTV 바이블 애플입니다</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>먼저, 이용중 불편을 드려 정말 죄송합니다.</p><p><br></p><p>현재 해당 문제를 수정하고 업데이트를 준비하고 있습니다.</p><p>빠른 시일 내로 업데이트 진행하여 불편함 없이 사용하실 수 있도록 하겠습니다.</p><p><br></p><p>공유 준비 시간이 느려져 답답하시겠지만, 앱을 삭제하시고 재설치하시면 소중한 녹음 기록이 사라지게되니</p><p>이점 유의 부탁드립니다.</p><p><br></p><p>궂은 날씨에도 하나님 안에서 평안한 하루 되시길 기도하겠습니다. 감사합니다.</p><p><br></p><p><br></p><p><br></p><p><br></p>"
11249,안녕하세요. 기존에 잘 듣고 있던 성경 음원 재생이 되지 않습니다. 플레이 버튼을 눌러도 아무 변화가 없어요. 저장된 내용이 많아 앱 재설치 말고 다른 방법이 없을지 문의드립니다.,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>성도님, 먼저 이용 중 불편을 드린 점 깊이 사과드립니다.</p><p><br></p><p>해당 오류는 앱이 비정상적으로 종료되면서 발생할 수 있습니다.</p><p>※특히, 앱을 종료하실 때 휴대폰의 홈 버튼을 눌러 앱을 종료하시고 다시 접속하신 경우 음원 버튼이 작동하지 않을 수 있습니다.</p><p><br></p><p>앱 화면에서 휴대폰의 뒤로가기를 눌러 ""바이블 애플을 종료하시겠습니까?"" 라는 메세지가 뜰 때, [네] 버튼을 눌러 앱을 종료해주시고</p><p>다시 접속해보시겠어요?</p><p><br></p><p>앱 삭제 후 재설치가 어려운 상황이시라면 위와 같이 진행해주세요.</p><p>더불어,</p><p>북마크, 노트, 형광펜 등의 기록은 계정에 저장 되어 앱을 삭제하고 재설치하셔도 같은 계정으로 로그인하신다면 그대로 보관됩니다.</p><p>낭독 녹음을 이용하고 계신 것이 아니라면 삭제 후 재설치하셔도 해결이 될 것으로 보입니다.</p><p>(녹음 파일은 앱 삭제 시 함께 삭제 되니 유의해주세요)</p><p><br></p><p>현재 충돌이 발생하지 않도록 해결하기 위해 내부에서 반복 테스트 및 수정을 진행하고 있습니다.</p><p>만약, 안내드린 방법으로 진행하시고도 플레이가 안되신다면 1:1문의로 남겨주시면 최대한 빠르게 답변을 드리겠습니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>"
11248,요엘1장20절마지막부분이끊김,"<p>안녕하세요, GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p><br></p><p>말씀해주신 요엘 1장 20절 음원 오류를 확인하였습니다.</p><p>음원 오류의 경우, 부분 교체가 아닌 오류 전체 점검 후 재녹음하여 교체해야하여,</p><p>수정 적용에 다소 시간이 소요 될 수 있음을 양해 부탁드립니다.</p><p><br></p><p>세심한 제보에 감사드립니다.</p><p><br></p><p>항상 주님 안에서 평안하세요, 감사합니다. </p>"
11247,"성경녹음이 공유가 안돼네요
마가복음15장16장요
","<p>안녕하세요 바이블 애플입니다.</p><p>먼저 문의주신 마가복음 15장 16장 녹음음원이 모두 잘 녹음되어 있는지 확인해주세요.</p><p>간혹 녹음은 완료되었다고 표시는 되었는데 실제로는 음원파일이 저장되어 있지 않은 경우가 있습니다.</p><p>그럴때 공유 에러 메세지가 발생할 수 있습니다.</p><p>녹음된 음원(재생이 아무 소리가 안나거나 음원시간이 0이거나하는 녹음음원) 을 선택 후 재 녹음해주시면</p><p>공유가 되실거에요</p><p><br></p><p>녹음기능을 사용시 앱을 삭제하시면 기존에 녹음하신 음원이 모두 삭제 되오니 문제시 삭제하지마시고</p><p>문의 남겨주세요</p><p><br></p><p>성도님의 정성스런 사용과 마음을 알고 있기에, 더 세심하게 살펴보고 앱의 기능들을 지속적으로 개선할 수 있도록 최선을 다 하겠습니다.</p><p>불편을 드려 정말 다시 한번 죄송합니다.</p><p>항상 성도님께 좋은 성경앱을 제공하기 위해 최선을 다하는 바이블 애플이 되겠습니다.</p><p>감사합니다. 주님 안에서 평안하세요.</p>"
