seq,contents,reply_contents
"11012","일독표. 구약은 있는데 신약은 찾을수가 없네요?
원래 없는 건가요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>혹시 화면 사진을 첨부해서 재문의 부탁드려도 될까요?</p><p></p><p>(구) 일독표를 이용하고 계신것 이라면,</p><p>일독표 설정 시 ""본문선택"" 으로 목표 설정이 가능합니다.</p><p>이 때 본문을 ""구약""으로 설정하셨다면 신약은 보이지 않습니다.</p><p>일독표 설정을 확인해주시고 전체 일독표를 원하시는 경우 본문을 ""전체""로 설정하셔서 이용 부탁드립니다.</p><p></p><p>혹시 성경 통독 기능을 이용하고 계신거라면, 사진을 첨부해주시면 빠르게 확인하고 도움드릴 수 있도록 하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"11011","매일 묵상에 도움을 받는 것에 감사합니다.
이전에는 성경을 보다가 멈추고, 나가기 한뒤  다음날 보려면 보던 장에서 시작이 가능했는데,  지금은 계속 이사야 36장에서 멈추어있고, 진행장으로 안내가 안되고 있습니다. 설정이 변경된것인가요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>성도님 이용에 불편을 드려 죄송합니다.</p><p>통독 기록을 확인해 보니 현재 이사야 36~40장까지의 읽기 기록이 저장되지 않아서</p><p>시작 클릭시 36장으로 이동되고 있습니다. 성도님 번거로우시겠지만 이사야 36장부터</p><p>성경 본문 화면 상단에 보시면 > 꺽쇠아이콘이 보이실 거에요 해당 버튼을 클릭하시면 읽음으로</p><p>기록이 저장됩니다. (또는 성경 본문 아래 다음장을 클릭시에도 저장됩니다. )</p><p></p><p>> 를 이용하여 기록 저장 부탁드립니다.</p><p>문의 남겨주셔서 감사합니다. 성경읽기에 힘쓰시는 성도님을 응원합니다.</p>"
"11010","전도서  5:6절 성경에 ""사자"" 앞에서 라고  쓰여있는데 바이블에서 ""천사"" 앞에서 라고 읽어주네요 확인부탁해요","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>말씀해주신 음원 오류를 확인하였습니다.</p><p>음원 오류는 성도님들이 제보해주시는대로 확인하고 있으나,</p><p>부분 재녹음이 아닌 전체 재녹음으로 진행해야 하는 부분이라 바로 수정이 어렵습니다.</p><p>다소 시일이 걸릴 수 있음을 양해부탁드립니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"11009","매일 성경통독에 많은 도움을 주심에 깊은 감사를 드립니다.
오늘 성경 2장 중 욥기35장 내용이 다르게 나와 혼란스러웠습니다. 
다음 날 성경통독 내용을 편집하실 때 꼭 확인 해 주시면 고맙겠습니다.
이런 일이 처음 있는 일이 아니라 미리 성경책을  펼쳐놓고 읽기는 합니다만...

그래도 늘 감사합니다!^^","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>혹시 문의주신 내용이 성경 통독표를 설정하시고 읽기를 시작하실 때 다른 성경 장으로 이동하신다는 걸까요?</p><p>아니면 내용에 오탈자가 있다고 말씀하시는 걸까요?</p><p>아니면, 홈 화면에 노출되는 오늘의 말씀이 잘못된 내용으로 나오고 있는 걸까요?</p><p></p><p>저희가 바로 수정할 수 있도록 구체적으로 말씀해주시면 큰 도움이 될 것 같습니다.</p><p>성경 묵상에 어려움을 겪게 해드려 죄송합니다.</p><p>관심을 가지고 전달해주시는 소중한 의견 잘 반영하도록 하겠습니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"11008","녹음하려는데 마이크 권한 설정을 어디에서 하나요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>마이크 권한 설정은</p><p>휴대폰 설정 - 애플리케이션 - [바이블 애플] 을 찾아주시고</p><p>권한 - 마이크 - ""허용"" 을 클릭해주시기 바랍니다.</p><p></p><p>진행하시다가 어려운 부분이 있으시면 화면 캡처와 함께 재문의부탁드립니다.</p><p>빠른 해결 도와드릴 수 있도록 하겠습니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"11007","개역개정본 이구요 어플도 최신버전입니다
출애굽기 9장 말씀음원에서 배경음악을 제거 했을때 3절부터 재생이되고 있구요. 배경음악이 있을 때에는 1절부터 재생이 되네요^^
제 핸드폰만 그러거아니구요 다른 기기에서도 확인했습니다^^ 다시확인 부탁드립니다^^","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>내부 확인 결과, 해당 음원은 <strong>배경음악이 켜진 상태에서는 정상적으로 재생되나</strong>,</p><p><strong>배경음악을 제거하는 과정에서 앞부분이 일부 손실된 현상</strong>이 발생한 것으로 확인되었습니다.</p><p>말씀 주신 부분은 빠르게 개선될 수 있도록 최선을 다하겠습니다.</p><p>다만, 이 경우 음원 파일을 교체해야 하는데, 성경 음원의 경우 부분 재녹음이 아닌</p><p>음원 전체를 새롭게 녹음해야 하기에 다소 시간이 소요되는 점 너그러운 양해 부탁드립니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p><p></p><p></p><p></p>"
"11005","올해초부터 신구약 전체 통독하던중 창세기부터 예레미야까지 통독하고 있었는데 갑자기 통독하던 통독표가 사라졌어요
제가 잘못눌렀는지 알수없지만 
그 통독 계획표를 복구할수는 없는지요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>성도님께서 통독 계획을 지우신경우 통독에 관한 데이터가 전부 삭제되기 때문에 복구가 불가능한점 양해부탁드립니다.</p><p>상심이 크시겠지만 다시 새로운 통독 계획을 만드셔서 진행하시는걸 추천드립니다.</p><p></p><p>감사합니다.</p><p>주님 안에서 평안하세요.</p>"
"11004","인터넷이 안되는 곳에 찬송가 가사는 뜨는데 악보는 안 뜹니다. 악보 볼수 있는 방법있나요?
","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>악보 같은 경우 이미지로 올라가 있어,</p><p>악보를 서버에서 받아오기 위해서는 인터넷이 필요합니다.</p><p>아쉽게도 현재까지는 인터넷이 없는 환경에서 악보보기가 어려움을 안내드리며,</p><p>최대한 성도님들께 도움이 되고자 인터넷이 없는 환경에서도 찬송가 가사를 보길 원하시는 분들을 위해 가사보기를 함께 제공하고 있습니다만</p><p>더 좋은 방법으로 성도님께 도움이 될 수 있도록 고민해보겠습니다.</p><p></p><p>큰 도움을 드리지 못해 죄송합니다.</p><p>항상 주님안에서 평안하세요, 감사합니다.</p><p></p><p></p>"
"11003","음성파일을 변환하지 못했습니다..라는 메세지가 뜨고 단톡에 성경통독 공유를 못하고 있습니다. 해결방법이 있을까요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>성도님 공유하고자 하시는 성경 장의 음원이 모두 잘 녹음이 되었는지 확인부탁드립니다.</p><p>해당 성경 장의 녹음화면으로 가셔서 전체 재생을 클릭하시면 녹음된 음원을 재생할 수 있습니다. </p><p>녹음 기록은 저장되어도 간혹 저장파일이 제대로 저장되지 않는 경우가 있을 수 있습니다. </p><p>전체 재생으로 모든 절을 들어보니 문제가 없으신데 공유가 안되신다면 재문의 남겨주시길 부탁드립니다. </p><p>저희도 지속적으로 모니터링하여 문제들이 개선될 수 있도록 최선을 다하겠습니다. </p><p></p><p>감사합니다.</p>"
"11002","7/17 // 제안 // 백부장과( 및: 생략하는게 자연스럽지 않은지요) 함께 예수를 지키던 
..... 
 마태복음 27장 54절. 
백부장과 및 함께 예수를 지키던 자들이 지진과 그 일어난 일들을 보고 심히 두려워하여 이르되 이는 진실로 하나님의 아들이었도다 하더라.아멘 ??","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>먼저 소중한 의견 전달해주셔서 감사드립니다.</p><p>항상 성도님들께서 전해주시는 개선 의견에 큰 도움을 얻고 있습니다.</p><p></p><p>아쉽게도, 말씀해주신 성경 본문 편집은 반영이 어려움을 알려드립니다.</p><p>바이블 애플은 대한성서공회로부터 개역개정 성경의 저작권을 받아 제공하고 있습니다.</p><p>저희는 번역을 하거나 편집을 할 수 있는 권한이 없기 때문에, 원문을 받은 그대로 성도님들께 제공해드려야합니다.</p><p></p><p>법적인 한계로 제안 의견은 반영하기 어렵지만,</p><p>성경 읽으실 때 이해를 돕기 위해 기능적인 부분을 최대한 모색해보도록 하겠습니다.</p><p>읽는 도중 개역개정이 조금 어렵게 느껴지신다면, 우리말 성경 등 다른 번역본으로 함께 성경을 읽어보시는 것도 추천드립니다.</p><p></p><p>다시 한번 바이블 애플에 관심을 가져주시고 적극적으로 제안해주심에 감사드립니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"11001","성경통독을 1차부터 함께 따라 왔는데 폰을 바꾸고 났더니 기록이 모두 사라졌네요.
이어서 할 수는 없을까요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>성경통독 기록은 계정을 통해 서버에 저장 되고 있습니다.</p><p>확인한 결과 이전 기기에서 이용하신 계정은 ""카카오"" 계정으로 보입니다.</p><p></p><p>현재 로그인하신 계정은 ""네이버""로, 로그아웃 후 카카오 계정으로 다시 로그인 하시면</p><p>이전에 이용하신 성경 통독 기록을 이어서 사용 가능하십니다.</p><p></p><p>카카오 계정으로 로그인 하신 이후에도 통독 기록이 보이지 않는다면 재문의 부탁드립니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"11000","녹음한 음원 전체 삭제를 하고 처음부터 다시 녹음하고 싶은데 어떻게 해야 하나요?
삭제방법은 아는데 전체 삭제는 없을까요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>음원을 전체삭제하는 방법은 앱을 삭제하시고 재설치하여 사용하시는 방법밖에 없습니다.</p><p><strong>앱삭제시 녹음하신 음원이 모두 삭제되오니 보관을 원하시면 미리 공유 기능을 통해 파일을 옮겨 놓으시길 바랍니다.</strong></p><p></p><p>해당 이용 방법의 개선을 위해 현재 내부 논의 중에 있습니다.</p><p>차후 보다 개선되어 이용에 편의를 드리기 위해 노력하겠습니다.</p><p></p><p>감사합니다. 오늘도 주님 안에서 평안하세요</p>"
"10999","음원누락알려드려요 성경음성파일 개역개정 잠언 25장 1절 음원이 없습니다 참고해주세요","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>현재 저희가 확인해본 바로는 말씀해주신 잠언 25장의 전체음원이 정상적으로 재생되고 있음을 확인하였습니다,</p><p>다만, 배경 음악을 제거하고 재생 기능을 사용하고 계신 경우 배경음악을 제거하는 과정에서 음원 절이 잘려 나오는 경우가 일부 있는데요,</p><p>혹시 배경음악을 끄고 이용중이실까요?</p><p>번거로우시겠지만 절이 잘려 재생되는 경우 배경음악을 끄지 마시고 재생 확인 부탁드립니다.</p><p>배경음악을 제거하지 않았는데도 같은 현상이 발생하면 재문의 부탁드립니다.</p><p></p><p>불편을 끼쳐 죄송합니다.</p><p>항상 더 풍성한 말씀 묵상을 하실 수 있도록 노력하는 바이블 애플이 되겠습니다.</p><p>주님 안에서 평안한 하루 되세요, 감사합니다.</p>"
"10998","레멕 ㅡ> 라멕 오타정정해주세요.

[바이블 애플]
개역개정 누가복음 3장36절 
그 위는 가이난이요 그 위는 아박삿이요 그 위는 셈이요 그 위는 노아요 그 위는 레멕이요","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>바이블 애플의 개역개정 성경은 대한성서공회로부터 저작권을 받아 제공하고 있습니다.</p><p>제보해주신 내용을 제공받은 원문을 찾아본 결과,</p><p>""레멕""으로 작성되어 있음을 확인하였습니다.</p><p>저작권을 받아 제공하고 있어 임의로 수정할 수 없지만, 원문이 수정되는 경우 빠르게 수정하여 보시는데 불편함 없도록 하겠습니다.</p><p></p><p>소중한 오탈자 제보에 감사드립니다.</p><p>앞으로도 바이블 애플에 많은 관심 부탁드립니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"10997","신,구약 통독을 녹음으로 하고 있었습니다.  구역원들 출석을 제가 체크하다보니 출석창을 자주 들여다 봐야하는데 몇일전부터 출석을 터치해도 열리지가 않네요.   관리를 눌러도 터치에 아무 반응이 없고…그러다 로그아웃 하고 다시 들어와 볼까?라는 생각에 로그아웃을 터치 했는데도 창이 안뜨길래 계속 누르는데 그만 정말로 로그아웃 할꺼냐고 묻는 창이 불쑥 튀어나오면서 제가 수락을 해버렸네요.   다시 로그인 하려니 새로 가입이라 뜨고 ㅠㅠ 다시 복원 안되나요?  많이 읽은 상태라서요 ㅠㅠ 그리고 왜 터치가 안먹힐까요?  억울합니다. ㅠㅠㅠㅠㅠㅠ
","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>기존에 이용하시던 아이디는 카카오톡 간편가입으로 가입하신 아이디로 확인이 됩니다.</p><p>로그아웃 후 카카오톡으로 다시 로그인하게 되시면 기존에 진행하시던 통독을 이어서 사용하실 수 있으실거라 생각됩니다.</p><p>통독을 이용하실 때 출석을 클릭하셔도 아무런 반응이 없을 때의 화면을 녹화하셔서 dev@goodtv.co.kr로 보내주신다면 문제를 파악한 후 다시 안내해드리도록 하겠습니다.</p><p>혹시 로그아웃이 잘 안눌리실 때에는 앱을 종료 후 다시 실행하셔서 진행해보시는걸 추천드립니다.</p><p></p><p>감사합니다.</p><p>주님 안에서 평안하세요.</p>"
"10996","안녕하세요. 하루에 몇번을 들어가는데 들어갈 때마다 광고가 나오니 좋지 않습니다. 하루 한번 맨 처음에 뜨도록 하고 두번째 부터는 바로 둘어가도록 해 주시면 좋겠습니다.","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>먼저 이용 중 불편을 드려 죄송합니다.</p><p>저희 바이블 애플은 상업적 광고에 대한 피로도를 낮추고 무분별한 성인 광고 노출을 방지 하기 위하여</p><p>자체적으로 광고 배너를 운영하고 있습니다.</p><p>따라서 모든 내용은 비영리 단체의 후원과 미디어 선교 후원 안내로 이뤄지고 있는데요,</p><p>후원을 통해 바이블 애플과 GOODTV 가 운영 되고 있다보니 불가피하게 전면광고를 노출하고 있어, 수정이 다소 어려움을 말씀드립니다.</p><p></p><p>바이블 애플은 오로지 후원을 통하여</p><p>성경 번역본 추가, 관리 및 보수, 인력운영을 하고 있습니다.</p><p>그러나 광고라는 것이 앱 이용에 얼마나 많은 불편을 야기하는 지 알고 있기 때문에</p><p>저희도 성도님들의 말씀 묵상에 방해되지 않는 선에서, 후원의 원활한 운영이 가능한 방법을 찾기 위해 최선을 다해 노력하고 있습니다.</p><p></p><p>거듭되는 불편함에도 바이블 애플에 애정을 가지고 문의를 남겨주시고, 사용해 주심에 감사드립니다.</p><p>더 나은 서비스를 만들기 위해 고민하도록 하겠습니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"10995","성경본문을 보다가 톡이 와서 톡 답하고 오면 성경본문이 사라지고 시작페이지로가서 불편합니다. 보고 있던 곳으로 보내주세요..","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>현재 내부적으로 테스트 해 본 결과 다른 앱을 다녀와도 기존 읽었던 화면으로 가는 것을 확인했습니다.</p><p>다른 앱으로 이동하실 때 어떻게 이용하고 계신지 녹화하여</p><p>사용하고 계신 기기 정보와 함께 dev@goodtv.co.kr로 문의 주신다면 확인 후 안내 도와드리도록 하겠습니다.</p><p></p><p>감사합니다.</p><p>주님 안에서 평안하세요.</p>"
"10994","답변 감사합니다.
카톡방으로 일부 넘어 갈때도 있지만 어떤 페이지는(음성 파일을 변환하지 못했습니다. 고객 센타로 문의 바랍니다) 라는 문구가 뜹니다.","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>캡쳐해 주신 화면 확인하였습니다. 음원을 카카오톡 등으로 공유시에 해당 에러가 나오는 것 일까요?</p><p>내부 테스트를 해보았을 때에는 정상적으로 작동되는것으로 확인되었습니다.</p><p>성도님, 혹시 인터넷이 잘 되는 환경에서 실행해 주시고, 지속적으로 동일한 증상이 발생할 경우,</p><p>혹시 사용하고계신 핸드폰 기종 및 안드로이드 버전을 알 수 있을까요?</p><p>저희가 문제를 해결하는데 큰 도움이 됩니다.</p><p></p><p>문의 남겨주셔서 감사합니다.</p>"
"10993","음성파일로 변환하지 못했다는 오류메시지가 뜨고 녹음파일 공유가 안됩니다.","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>음원을 카카오톡 등으로 공유시에 해당 에러가 나오는 것 일까요? 내부 테스트를 해보았을 때에는 정상적으로 작동되는것으로 확인되었습니다.</p><p>성도님, 혹시 인터넷이 잘 되는 환경에서 실행해 주시고, 지속적으로 동일한 증상이 발생할 경우,</p><p>혹시 사용하고계신 핸드폰 기종 및 안드로이드 버전을 알 수 있을까요?</p><p>저희가 문제를 해결하는데 큰 도움이 됩니다.</p><p></p><p>문의 남겨주셔서 감사합니다.</p>"
"10992","성경통독을 추가하여 저장하려면 바이블 애플이 중단됩니다 라는 문자메시지가 뜨네요","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>성경통독 추가 시 내부 테스트에는 문제가 없습니다. 인터넷이 잘 되는 환경에서 실행해 주시고,</p><p>지속적으로 동일한 증상이 발생할 경우,</p><p>혹시 사용하고계신 핸드폰 기종 및 안드로이드 버전을 알 수 있을까요?</p><p>저희가 문제를 해결하는데 큰 도움이 됩니다.</p><p></p><p>문의 남겨주셔서 감사합니다.</p>"
"10990","안녕하세요.
우리 가족들이 성경통독을 하고있습니다.
시작한지 약 180일 되었네요.
하루 3장씩 각각 읽고 있는데,
3명 중 누구나 이상한 상황이 똑같이 생깁니다.
예를들어 지금 시편을 통독중인데,
오늘 말씀이 1편이면,
새벽에 통독 그룹에 들어가면 바로 말씀이 나오는데,
그 말씀이 어제의 마지막장이라는겁니다.
그래서 매일 아침 말씀을 볼때,
통독 시작을 하려고 앱에 들어와서 통독을 눌러 처음 나온 말씀이 이건가? 생각하다가 다음장을 눌러 앞으로 갔다가 다시 뒤로 오면 처음 통독을 들어왔을때의 말씀과 바뀌어 있습니다. 즉 첫 말씀이 어제 말씀이었다가 다음 장을 갔다가 뒤로 돌아오면 오늘의 말씀으로 바뀝니다.
이점 해결해주세요","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>성도님, 조회 결과 ""구약/신약""라는 제목으로 올해 1월 20일부터 통독을 실행하고 계신 것으로 보입니다.</p><p>바이블 애플 앱 내에서 설정 → 계정으로 들어가셔서 데이터 동기화를 해 보시고, 앱을 완전히 종료한 후 다시 실행해보시기를 바랍니다.</p><p></p><p>이후에도 동일한 증상이 반복된다면, 사용 중이신 기종 모델명과 안드로이드 버전 등 조금 더 구체적인 정보를 알려주시면</p><p>내부적으로 확인해보도록 하겠습니다.</p><p></p><p>불편을 드려 죄송합니다. 항상 성도님께 좋은 성경앱을 제공하기 위해 최선을 다하는 바이블 애플이 되겠습니다.</p><p>감사합니다. 주님 안에서 평안하세요.</p>"
"10989","성경에서 재생2번을 찾을 수가 없어요?
알려주시면 감사하겠습니다","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>성도님, 문의주셔서 감사합니다.</p><p>혹시 <strong>성경을 반복해서 듣고 싶은데, 반복하는 버튼이 안 보이신다는 말씀</strong>일까요?</p><p>안내드리자면, 성경을 ""딱 두 번만"" 듣는 기능은 따로 없지만,</p><p>계속 반복해서 들을 수 있는 방법은 준비되어 있습니다.</p><p>다음 내용을 순서대로 따라해 주세요.</p><p></p><p>1. 성경을 듣는 화면에서 오른쪽 아래에 [음원설정] 버튼이 있는지 확인해 주세요.</p><ul><li>만약 보이지 않는다면 화면 위쪽에 스피커 모양 버튼을 눌러주세요. (화살표(↓) 모양 바로 왼쪽에 있습니다.)</li></ul><p></p><p>2. [음원설정]을 누르시면, 재생속도, 재생설정, 배경음악 끄고 켜기 메뉴가 나옵니다:</p><p></p><p>3. [재생 설정]을 누르시면 아래 3가지 중에 선택하실 수 있습니다.</p><ul><li>연속 재생: 다음 장으로 자동으로 넘어가며 계속 들려줍니다.</li><li>반복 재생: 지금 듣고 있는 한 장을 계속 반복해서 들려줍니다.</li><li>한 장 재생: 지금 한 장만 듣고 멈춥니다.</li></ul><p></p><p>원하시는 방법을 선택하시면 됩니다.</p><p>예를 들어, 같은 말씀을 반복해서 듣고 싶으시면 반복 재생을 선택해 주세요.</p><p></p><p></p><p>원하시는 답변이 아니라면, 1:1 문의로 조금 더 구체적인 설명과 함께 문의부탁드립니다.</p><p>최선을 다해 문제를 해결하도록 하겠습니다.</p><p>항상 주님 안에서 평안하세요, 감사합니다.</p><p></p><p></p><p></p>"
"10988","음원재생시 연속재생이나 반복재생으로 설정했는데 한장재생처럼 자주 멈춰버립니다.  배터리 설정을 제한없음으로 해도 마찬가지입니다.","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>불편을 끼쳐 죄송합니다.</p><p>현재 이용하고 계신 앱이 최신 버전이 아닌 것으로 확인됩니다.</p><p>앱 버전은 앱에 접속하셔서 설정 > 맨 하단 ""버전정보"" 에서 확인하실 수 있습니다.</p><p>앱의 최신 버전은 4.1.0.8 입니다. 플레이 스토어에서 바이블 애플 앱을 검색하셔서 업데이트를 부탁드립니다.</p><p></p><p>업데이트 후에도 같은 문제가 반복되면 1:1 문의로 재문의 부탁드립니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"10987","안녕하세요. 갤럭시S23 유저인데 개역개정 야고보서 3장 13절 말미에 ""보일지니라""가 표시되지 않아 제보드립니다. 복사해서 다른 곳에 붙여넣기 하면 제대로 나오는데 화면에 표시가 안되는 것 같습니다. 감사합니다.","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>간혹 화면을 그리는 중에 일부 텍스트가 일시적으로 덜 불러와지거나 화면에 그려지지 않는 경우가</p><p>있습니다.이런 현상이 일어날때 앱을 종료하였다 재실행하시면 해당 본문이 다시 나오실거에요.</p><p>그런데 해당 현상이 일어나시는 분들은 종종 화면문제가 반복적으로 발생하셔서 현재 문제 파악 중에 있습니다.</p><p>이용에 불편을 드려 죄송합니다. 개발자들이 개선을 위해 최선을 다하고 있습니다. 너른 마음으로 양해 부탁드립니다.</p><p></p><p>문의 남겨주셔서 감사합니다.</p>"
"10986","출애굽기 9장에  음원이 3절 부터 나옵니다.. 다시 확인 부탁드립니다ㅡ.^^","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>혹시 이용하고 계신 번역본이 무엇인지 알 수 있을까요?</p><p>현재 말씀해주신 출애굽기 9장 ""개역개정"" 및 ""우리말 성경"" 음원을 재생했을 때, 1절부터 정상적으로 재생이 되고 있어 문의 주신 내용을 명확히 확인하지 못하였습니다.</p><p></p><p>하단의 재생 바가 00:00에 맞춰져 있는지, 다시 재생해도 3절부터 재생이 되는지 재차 확인을 부탁드리며</p><p>같은 문제가 발생하는 경우 이용하고 계신 번역본과 휴대폰 기종을 남겨주시면 빠르게 문제를 파악, 해결할 수 있도록 노력하겠습니다.</p><p></p><p>또한, 문의를 남겨주신 시점에서 이용하고 계신 앱은 이전 버전으로 확인됩니다.</p><p>몇가지 오류를 수정하여 앱 업데이트를 진행했으니, 플레이스토어에서 ""바이블 애플""을 검색하시고 업데이트가 아직 진행되지 않았다면 업데이트를 부탁드립니다.</p><p>현재 앱의 최신 버전은 4.1.0.8 입니다 (설치된 버전 확인은 앱 내 설정>맨 하단 ""버전정보"" 에서 확인 가능합니다)</p><p></p><p>큰 도움을 드리지 못해 죄송합니다.</p><p>주님 안에서 평안한 하루 되시길 기도하겠습니다. 감사합니다.</p>"
"10985","성경읽어주는 목소리변경어디서바꾸나요
여자에서 남자로변경할때요","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>읽고 계신 번역본이 우리말 성경이실까요?</p><p>현재 저희는 ""개역개정"" 및 ""표준새번역"" 음원의 경우 남성 목소리로,</p><p>""우리말 성경"" 음원은 여성 목소리로 제공하고 있습니다.</p><p></p><p>남성 목소리로 성경 듣기를 원하시는 경우 번역본을 변경해서 음원 재생을 부탁드립니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"10984","특정 구절에서 이 현상이 생기네요 수정 부탁드립니다.
(뒷 구절이 끊김)","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>간혹 화면을 그리는 중에 일부 텍스트가 일시적으로 덜 불러와지거나 화면에 그려지지 않는 경우가</p><p>있습니다.이런 현상이 일어날때 앱을 종료하였다 재실행하시면 해당 본문이 다시 나오실거에요.</p><p>그런데 해당 현상이 일어나시는 분들은 종종 화면문제가 반복적으로 발생하셔서 현재 문제 파악 중에 있습니다.</p><p>이용에 불편을 드려 죄송합니다. 개발자들이 개선을 위해 최선을 다하고 있습니다. 너른 마음으로 양해 부탁드립니다.</p><p></p><p>문의 남겨주셔서 감사합니다.</p>"
"10979","안녕하세요! 바이블 애플 역본 관련해서 문의 드리겠습니다. 혹시 역본 선택 2개를 더 늘린 생각은 없으신가요? 역본이 많이 생긴만큼 대조할려고 하는데 2개는 너무 부족한 것 같아서요. 많이 되면 좋지만 3개 이상만 이라도 괜찮습니다","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p></p><p>좋은 의견 제안해주셔서 감사드립니다.</p><p>바이블 애플을 향해 애정을 가지고 나눠주시는 의견들은 추후 업데이트 기획 시 고려하고 있습니다.</p><p></p><p>더불어, 현재 모바일 환경에서는 번역본을 2개까지 설정해서 대조할 수 있지만 PC 바이블 애플에서는 3개 대조를 제공하고 있으니,</p><p>PC에서 성경 읽기를 이용하실 때에도 바이블 애플에 많은 관심 부탁드립니다.</p><p>모바일 환경에서도 더 많은 기능과 함께 말씀을 풍성히 누리실 수 있도록 최선을 다하는 바이블 애플이 되겠습니다.</p><p></p><p>항상 주님 안에서 평안하세요, 감사합니다.</p>"
"10978","음원을 공유하고있는데 요즘 공유하려면 시간이 너무 오래걸려요
안그랬었는데 요즘 그러네요 뭐가 잘못된걸까요?","<p>안녕하세요 GOODTV 바이블 애플입니다.</p><p>바이블 애플을 이용해주셔서 감사드립니다.</p><p>이용에 불편을 드려 죄송합니다. 현재 내부적으로 해당 사항 확인 중에 있으며,</p><p>혹시 사용하고 계신 핸드폰 기종 및 안드로이드 버전이 어떻게 될까요?</p><p>저희가 문제를 해결하는데 큰 도움이 됩니다.</p><p></p><p>문의 남겨주셔서 감사합니다.</p>"
