seq,contents,reply_contents
11650,핸드폰수리하느라 초기화하고 다시 했는데.. 녹음현황..이것도 초기화가 되어있네요.. 이러면 안되는거아닌가요? 바이블성경 오류도 많고 .. 오류는 사진으로 보내드리구요 초기화되서 녹음현황 안뜨는데 어떻게해야하나요,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 불편을 드려 죄송합니다.휴대전화 수리 시 초기화를 하셨다는 말씀은 휴대전화 전체 데이터를 초기화 하셨다는 말씀이실까요?낭독 녹음 파일은 성도님의 기기에 저장되는 기록으로휴대전화를 초기화 하게되면 데이터도 삭제될 수 밖에 없는 점 안내드립니다.따라서 파일이 존재하지 않으면 녹음 현황도 초기화 된 상태로 보이게 되며,녹음 완료로 표시되더라도 실제로는 파일이 없어 공유 불가능할 수 있습니다. 첨부해주신 화면 사진은 초기화 후 재녹음 하신 부분이실까요?초기화 후 재녹음한 파일이 공유가 안되는 것이라면 저희가 확인 후 해당 오류 수정할 수 있도록 하겠습니다.조금 답답하시겠지만, 앱을 삭제하면 위에 안내드린대로 동일하게 초기화 되기 때문에 재녹음한 파일이시라면 앱을 삭제하지 마시고 조금만 기다려 주시기를 간곡히 부탁드립니다. 다시 한번 불편을 드려 죄송합니다.개발 인력의 숫자가 한계가 있어 최대한 빠르게 대응하고자 하고 있으나부득이 하게 성도님의 불편을 바로 해결해드리지 못하는 점에 대해 늘 아쉽고 속상합니다.접수된 오류들은 가장 우선 개발 순위에 두고 작업을 진행하고 있으니너른 마음으로 양해해주시면 감사드리겠습니다.환절기 영육간에 강건하시기를 소망합니다.항상 주님 안에서 평안하세요, 감사합니다."
11649,답변 감사합니다. 근데 NIV 시편 23:1 이 다른 NIV와 내용이 다릅니다. 낭독 내용과도 다릅니다. 확인 부탁드립니다. 감사합니다.,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성경 음원은 제작 당시의 본문을 기준으로 녹음되었습니다. 성경 본문은 새로 개정판이 출시되지 않아도 어미, 단어, 일부 내용들이 끊임없는 연구를 통해 수정되지만성경 음원은 사람이 직접 녹음하는 특성 상 오류, 개정 내용이 접수되는대로 수정하는게 어렵습니다. (섭외한 성우를 수정을 위해 녹음실로 매일 부를 수 없기 때문입니다.)팁재 시기가 다소 경과된 NIV 성경의 경우, 이런 애로사항이 특히 많을 것으로 생각됩니다. 다만, 새롭게 개정된 음원을 탑재할 수 없는지 내부에서도 적극 검토할 수 있도록 하겠으며,사람이 직접 녹음하지 않아도 음성 낭독을 제공할 방법은 없는지 기술적인 부분도 지속적으로 고민하도록 하겠습니다.항상 주님 안에서 평안하세요, 감사합니다."
11648,안녕하세요~? 마음이 아프고 속이 상해서 자꾸만 문의글을 올리게 되네요.사실 제가 늦은 나이에 4살된 쌍둥이 손주 돌보면서 이방 저방으로 옮겨 다니며 애써 녹음을 했는데 저장된 녹음이 아예 전체 재생이 안되니 어찌함 좋을지요~? 저장된 녹음말씀을 전체 재생이 안된다면 여러가지로 힘이드는 상황에 녹음할 이유가 없지싶어 참으로 안타깝네요~~,안녕하세요. 바이블 애플입니다.바이블 애플을 이용해주셔서 감사합니다.말씀하여주신 현상 수정하여 스토어에 최신버전을 업데이트 했습니다.스토어에서 최신버전을 다운 받으신다면 문제없이 이용 하실 수 있습니다.감사합니다.주님 안에서 평안하세요.
11647,성경읽기 단톡방에서 앱을 열어 읽으려하면 잠시 화면만 뜨다가 사라지고 앱이 열리질 않습니다ㅠㅠ,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 불편을 드려 죄송합니다.현재 해당 문제가 접수 되면 성도님께 몇가지 확인을 요청드리고 있습니다.1. 단체방에서 링크를 통해 앱을 열 때만 문제가 발생하는 걸까요? (앱을 통하지 않고 휴대전화 메뉴에서 앱을 열면 정상적으로 열리는지 확인부탁드립니다.)2. 단체방에 공유된 링크를 통해 앱을 열어보신거라면 혹시 무엇을 공유한 문자를 통해 앱에 들어가셨나요? ( 성경 본문 공유, 오늘의 말씀 공유, 통독 초대 링크 등)3. 만약, 단체방이 아닌 메뉴에서 앱을 열었을 때도 같은 문제가 발생한다면 앱을 여실 때 인터넷 (와이파이, 데이터) 이 꺼진 상태에서 열어보셨는지 확인부탁드립니다\4. 앱에 접속하시는 순간에 광고 팝업까지는 보이시나요?확인하시고 1:1 문의에 남겨주시면저희가 빠르게 문제를 찾아 도움드릴 수 있도록 최선을 다하겠습니다.더불어, 해당 화면을 동영상으로 찍어 dev@goodtv.co.kr로 보내주시면저희가 문제를 확인하는데 정말 큰 도움이 됩니다.항상 주님 안에서 평안하세요, 감사합니다."
11646,[바이블 애플] 개역개정 스바냐 2장  10. 그들이 이런 일을 당할 것은 그들이 만군의 여호와의 백성을 훼방하고 교만하여졌음이라  음원에서는 “백성을 훼방하고” 를 “백성에 대하여”로 읽습니다,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 제보에 감사드립니다.해당 부분은 음원이 제작 당시 성경 본문을 기준으로 녹음되었으나현재는 개정 작업을 통해 단어가 일부 변경된것으로 보입니다.해당 부분은 임의로 수정하거나 일부 수정할 수 없는 음원의 특성 상음원 재제작 시 반영해 교체가 필요한 것으로, 다소 시간이 소요될 수 있음을 안내드립니다.제보에 감사드리며, 스바냐 2장 10절에 대한 변경 필요건은 전달할 수 있도록 하겠습니다.항상 주님 안에서 평안하세요. 감사합니다."
11645,[바이블 애플] 개역개정 스바냐 1장  18. 그들의 은과 금이 여호와의 분노의 날에 능히 그들을 건지지 못할 것이며 이 온 땅이 여호와의 질투의 불에 삼켜지리니 이는 여호와가 이 땅 모든 주민을 멸절하되 놀랍게 멸절할 것임이라   음원에서는 이 땅 모든~ 부터 녹음되지 않았습니다,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.말씀해주신 스바냐 1장의 가장 끝 구절이 잘리는 문제를 확인하였습니다해당 문제는 음원 수정이 필요한 것으로 판단됩니다.음원 수정은 특성 상 부분 교체가 어려워 전체 수정이 필요한 작업이라시간이 다소 소요될 수 있음을 양해부탁드립니다.항상 주님 안에서 평안하세요, 감사합니다."
11644,안녕하세요  나의 신앙 일기 선교사 카드를 발급받았습니다  오타가 나서 이름의 수정이 필요하여 문의드려요^^,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.변경을 원하시는 성함을 정확히 적어 1:1 문의로 남겨주시면확인이 되는대로 내부에서 바로 변경 도와드리겠습니다. 항상 주님 안에서 평안하세요, 감사합니다."
11643,개역개정 잠언 25장 1절 말씀은 음원이 없이 2절 부터 시작합니다.,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 현재 말씀을 들으실 때 ""배경음악 제거"" 후 청취하고 계신지요?해당 문제는 배경음악을 제거하면서 앞 구절이 들리지 않는 것으로배경음악 제거 모드를 끈 상태에서는 말씀이 정상적으로 재생 되는 것을 확인하였습니다. 배경음악 제거 과정에서 앞구절이 잘린 음원은 음원 수정이 필요한 작업으로 다소 시간이 소요될 것으로 보입니다. 말씀해주신 잠언 25장 1절의 누락을 수정사항으로 전달할 수 있도록 하겠습니다.불편을 드려 죄송합니다.항상 주님 안에서 평안하세요. 감사합니다."
11642,녹음 공유하기 오류가 있어서 보냅니다,"안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11641,음성녹음한 거 파일로 전환이 안되는데 언제 고쳐지나요? 그동안 녹음한 거 어떻게 되는 건가요?,"안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11640,언제쯤 낭독공유복구될까요? 재생도 안되던데 혹시 복구되면 따로 알려주시나요? 현재 낭독녹음중인파일은 공유되나 기존에 공유한것과 누가복음은 낭독완료로뜨나 공유안됩니다 ㅠㅠ,"안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11638,이전에 녹음파일은 잘 나오고 공유가 잘 되었습니다. 갑자기 느헤미야 8장 장부터 되질 않아서 당황스럽네요. 또 호세아는 소리가 잘나오고 공유도 잘 됩니다. 해결할수 있는 방법 알려주세요? 아니면 다시녹음 할수 있도록 풀어 주세요?,"안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11635,성경통독녹음파일을 다운하여 공유가 안되네요,"안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11634,녹음 음원 공유하기에서 음성파일을 변환하지 못했습니다 라는 메시지가 나옵니다,"안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11633,"좀전에 문의글 드렸는데요~? 녹음이 완료된 상태에서 1절을 재녹음 했더니 녹음한 1절만 또 재생이되니 참으로 답답합니다.새폰으로 옮길줄을 몰라 계속 다시 녹음해서 공유,전송을 하는데 또 이런 상태가 발생하니요~아휴~","안녕하세요 바이블 애플입니다. 바이블 애플을 이용해 주셔서 감사합니다.성도님, 이전 문의에 대해 답변을 드렸사오니, 확인해주시면 감사하겠습니다.불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11632,"안녕하세요~? 녹음 재생도 안되고 파일 전송도 안돼니 어째요~? 더 늦기전에 교구에 인증으로 녹음을 올려야 돼요~ 빨리 빨리 전체 재생,녹음 전송 할수있도록 도와주세요~~","안녕하세요 바이블 애플입니다.불편을 드려 죄송합니다.현재 녹음 파일 공유 오류 관련하여 동일 증상에 대한 다수 문의가 접수되어 내부적으로 원인 확인 및 수정 작업을 진행 중입니다.이 문제는 앱이 녹음 파일을 찾지 못해 발생하는 오류인 경우가 많으니,절대 앱을 삭제하지 마시고 잠시만 기다려 주시기 바랍니다(삭제 시 녹음 파일도 삭제되어 복구가 불가능 합니다. ).번거로우시겠지만 아래 확인사항을 따라주시면 문제 원인 파악에 도움이 됩니다.1. 녹음 파일이 실제로 저장되었는지 확인공유하려는 장의 전체 절을 재생해 보세요.(전체재생 실행)일부 절에서 소리가 전혀 나오지 않으면 그 절만 선택해 다시 녹음해 주세요.간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있어 전체 재생으로 꼭 확인해 주십시오.2. 임시 공유 방법녹음 본문 화면에서 구절을 모두 선택한 뒤, 하단바에 [공유] 버튼으로 공유해주세요.문의 남겨주셔서 감사합니다. ﻿그리고 다시 한번 불편을 드려 죄송합니다.빠르게 문제를 확인하여 개선 할 수 있도록 최선을 다하겠습니다 .항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11630,안녕하세요~? 전체 재생도 안되고 공유도 할수없고요~? 교구에 빨리 전달을 해야 되는데요~~ 계속 이리떠요~,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 불편을 드려서 죄송합니다.해당 문제는 실제 녹음이 진행되지 않아 파일이 존재하지 않을 때 발생하는 메세지입니다.다만, 녹음 기능 자체의 문제일 수 있으니한 절만 재녹음을 해보시고 다시 재생을 눌렀을 때 목소리가 나오는지 확인을 부탁드려도 될까요?녹음 하실 때 앞 뒤로 충분한 여유를 두고 진행했을 때도 재생 시 음성이 나오지 않는다면 1:1 문의로 남겨주세요.개발진들이 모니터링을 하면서 수정을 위해 최선을 다하고 있습니다. 급하신 경우, 전체 현황 페이지가 아닌 구절 선택을 선택하면 나오는 하단 메뉴에서 공유를 진행해보시겠어요?조금 답답하시겠지만, 앱을 삭제하시면 모든 기록이 삭제되니 삭제하지 마시고 기다려 주시면 감사하겠습니다. 다시한번 불편을 드려 죄송합니다.항상 주님 안에서 평안하세요, 감사합니다."
11628,느헤미야 1장부터 호세아 14장까지 음성녹음이 전혀 안나오는데 어떻게 해야 하나요? 해결방법을 알려주세요,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 지난 문의를 확인했습니다.녹음 공유를 진행하기 전 전체 재생을 하셨을 때 목소리가 전혀 나오지 않고 있다는 말씀이실까요?간혹 ‘녹음 완료’ 표시가 있어도 실제로는 녹음이 되지 못한 경우가 있습니다.만약, 녹음을 진행하고 재생 했을 때 목소리가 나오지 않는다면휴대전화가 녹음으로 인식하지 못해 앱에서 녹음이 저장되지 못한 것입니다. 이 경우, 공유 버튼을 눌렀을 때도 파일이 변환되지 않습니다.번거로우시겠지만 재생했을 때 목소리가 들리지 않는다면 다시한번 녹음을 진행해주셔야 합니다.만약, 이전에 녹음해서 공유한적이 있는 파일이거나당시에는 소리가 잘나왔는데 갑자기 안들리는 것이라면 번거로우시겠지만 다시한번 문의 부탁드립니다.항상 성도님께 좋은 성경앱을 제공하기 위해 노력하는 바이블 애플이 되겠습니다.감사합니다. 주님 안에서 평안하세요."
11627,본래 제 계정은Grace 8인데 정보수정하여 문은숙계정으로 바꾸었어요.Grace8은 삭제하고 싶은데 삭제를 할려면 어떻게 해야 될까요?,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 재문의 감사드립니다. 현재 성도님의 정보로 가입된 계정이 두가지로 확인됩니다. 1. 이 문의를 남겨주신 ""문은숙"" 성함으로 가입된 네이버 계정2. Grace8 로 가입된 카카오톡 계정말씀해주신대로 그룹통독에서 Grace8 계정을 빼고 싶으시다면빼고 싶은 계정에 로그인을 해서 통독에서 나가는 방법으로 진행해주셔야 합니다.아래 방법대로 차근차근 진행해주세요.1. [설정] 에서 가장 위에 있는 이름을 선택하고 [로그아웃]을 하신 뒤,Grace8 (카카오톡) 로그인을 해주세요.2. 해당 통독에 들어가면 우측 상단 [관리] 버튼이 있습니다.[관리]를 누르고 [삭제]를 누른 뒤, ""통독 계획표를 삭제하시겠습니까?"" 질문에 [삭제]를 눌러주시면 통독에서 나갈 수 있습니다.3. 다시 [설정] 에서 가장 위에 있는 이름을 선택하고Grace8 계정에서 [로그아웃]을 하신 뒤,지금 사용하고 계신 ""문은숙"" 계정, 네이버로 로그인 하시면 됩니다.어려움이 있으시다면 고객문의로 연락부탁드립니다.항상 주님 안에서 평안하세요, 감사합니다."
11626,"iPhone과 iPad에 설치된 app이 예전엔 연결이  되서 both devices에서 기록한 노트를 볼수 있었는데, 이젠 연결이 되지 않네요. help please.","안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.문제를 확인하기 위해서는 구체적인 정보가 더 필요합니다.1. 아이패드에서 로그인이 가능한가요?2. 만약, 로그인은 되지만 노트만 안보이신다면 아이폰과 아이패드 중 어떤 기기에서 노트가 안보이시나요?3. 형광펜, 북마크는 보이시나요?해당 정보를 알려주시면 내부 개발진이 상황 파악 후 해결을 위해 최선을 다해 도와드리겠습니다.항상 주님 안에서 평안하세요, 감사합니다."
11625,저는 캐나다 밴쿠버에 살고 있어 전화번호가 604로 시작합니다. 미디어선교사 입력 과정에 전화번호가 9191으로 한정되어 있어 등록 과정이 진행이 안됩니다. 도와주실 수 있을까요?,"안녕하세요,GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 지난 문의에도 답변을 남겼습니다.다시 한번 안내드립니다.이름, 전화번호 (캐나다 전화번호로 남겨주시면 됩니다. ) 이메일, 성별을 1:1 문의에 남겨주시면 바로 등록 도와드리겠습니다.현재 성도님께서 ""구글"" 계정으로 로그인 하신 것으로 확인되는데요,구글 계정에서는 동명이인, 중복계정을 구별할 정보가 없습니다.바이블 선교사로 정확히 성도님을 등록하려면 구별할 수 있는 인적사항이 필요하기에부득이 하게 요청드리는 점 양해 부탁드립니다.모든 정보는 오로지 바이블 선교사 참여를 위해서 사용되며 안전히 보관, 폐기됩니다.항상 주님 안에서 평안하세요, 감사합니다."
11624,"미디어선교사를 등록하고 싶어도 전화번호 기입에 010 전화번호가 아니어서 진행이 안됩니다. 저는 캐나다 밴쿠버에서 말씀 나눔(성경 읽기, 성경공부, 성경 암송, 성경묵상)을 하고 있는데 전화번호 때문에 미디어선교사로 응록이 안되네요 ^^","안녕하세요,GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.귀한 참여에 감사드립니다.저희가 성도님을 바이블 선교사로 등록하려면 몇가지 정보가 필요합니다.이름, 전화번호 (캐나다 전화번호로 남겨주시면 됩니다. ) 이메일, 성별을 1:1 문의에 남겨주시면 바로 등록 도와드리겠습니다.현재 성도님께서 ""구글"" 계정으로 로그인 하신 것으로 확인되는데요,구글 계정에서는 동명이인, 중복계정을 구별할 정보가 없습니다.바이블 선교사로 정확히 성도님을 등록하려면 구별할 수 있는 인적사항이 필요하기에부득이 하게 요청드리는 점 양해 부탁드립니다.모든 정보는 오로지 바이블 선교사 참여를 위해서 사용되며 안전히 보관, 폐기됩니다.항상 주님 안에서 평안하세요, 감사합니다."
11623,NIV 영어성경을 낭독을 했었는데  이번 업데이트를 하고 난 뒤는  없ㅇ졌는지 정말 알고 싶어요 그리고 다시 영어성경을 읽을 수 있게 해 주시면 정말 감사 하겠습니다,"안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성경 번역본 보실 때 NIV 성경으로만 보고 계실까요?만약 NIV 성경과 한글 성경 (개역개정, 개역한글...)을 함께 보고 계신다면번역본을 선택하는 메뉴에서 반드시 NIV 성경을 1번으로 선택해주세요. 성경 번역본이 제대로 설정되어 있다면 정상적으로 음원을 청취하실 수 있습니다. 이번 업데이트에서는 성경 음원과 관련된 작업을 진행하지 않았기 때문에,성도님께서 듣고자 하셨으나 문제가 발생하셨다면구체적인 상황을 1:1 문의에 남겨주세요 내부에서 상세히 살펴보도록 하겠습니다. 항상 주님 안에서 평안하세요, 감사합니다."
11621,"안녕하세요, 저는 대만에서 온 지금 한국에서 신학을 공부하고 있는 유학생인데요. 바이블애플을 너무 잘 썼어요. 예배 때나 공부때 항상 어플을 켜서 한국어, 중국어 말씀 대조하면서 읽습니다. 아주 가끔은 중국어 글자가 빠지거나 작은 오류가 있을 때가 있는데요, 혹시 필요하시다면 제가 도와드릴 수 있을 것 같아서 연락드린 거예요. 혹시 제가 도움 될 부분 있으면 연락주세요.","안녕하세요, GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.대만에서 한국까지 신학을 공부하러 오셨다니 하나님의 은혜가 함께하여 항상 건강하시길 소망합니다.저희 바이블 애플이 힘이 될 수 있어 기쁩니다.외국어 성경 검토에 있어 저희가 부족한 부분이 많습니다.특히, 한자어인 중국어 성경의 경우 잘못된 글자를 찾는 일이 쉽지 않아 어려움을 겪고 있습니다.성경 읽을 때 불편함을 드려 죄송한 마음과 함께,바이블 애플은 모든 성경에 있어 오탈자 접수를 적극 부탁드리고 있습니다.1:1 문의에서 [오탈자제보]를 선택하시고 문제가 되는 부분을 남겨주시면다음 업데이트에 수정을 진행합니다.말씀하신대로, 중국어 성경을 보시면서 글자가 빠지거나, 잘못 쓰인 글자를 위치와 함께 알려주시면저희가 빠르게 확인하여 수정할 수 있도록 하겠습니다.수정은 수시로 진행되고 있으니언제든 편하게 1:1 문의로 남겨주시면 감사드리겠습니다.항상 주님 안에서 평안하세요, 감사합니다."
11620,네  제 계정이 맞습니다. Grace8 계정을 빼 주세요.,"GOODTV 바이블 애플입니다.바이블 애플을 이용해주셔서 감사드립니다.성도님, 최근 문의에 답변을 남겼습니다.해당 답변을 확인하시어 문제가 발생하면 다시 또 고객문의 남겨주세요 최대한 빠르게 도와드릴 수 있도록 하겠습니다.(고객문의 답변은 월-금, 09:00~18:00 중 진행됩니다.)항상 주님 안에서 평안하세요, 감사합니다."
